Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","165","Pakistan","5909","Export Quantity","1057","Chickens","2015","2015","1000 Head","2147","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5909","Export Quantity","1057","Chickens","2016","2016","1000 Head","4747","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","3890","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5909","Export Quantity","1057","Chickens","2018","2018","1000 Head","10919","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","5593","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5909","Export Quantity","1057","Chickens","2020","2020","1000 Head","29592","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1057","Chickens","2015","2015","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1057","Chickens","2016","2016","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1057","Chickens","2017","2017","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1057","Chickens","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1057","Chickens","2020","2020","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","689","Chillies and peppers, dry","2015","2015","tonnes","7956","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","689","Chillies and peppers, dry","2016","2016","tonnes","863","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","689","Chillies and peppers, dry","2017","2017","tonnes","454","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","689","Chillies and peppers, dry","2018","2018","tonnes","320","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","689","Chillies and peppers, dry","2019","2019","tonnes","2025","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","689","Chillies and peppers, dry","2020","2020","tonnes","8353","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","689","Chillies and peppers, dry","2015","2015","tonnes","2902","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","689","Chillies and peppers, dry","2016","2016","tonnes","4663","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","689","Chillies and peppers, dry","2017","2017","tonnes","5633","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","689","Chillies and peppers, dry","2018","2018","tonnes","2096","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","689","Chillies and peppers, dry","2019","2019","tonnes","3040","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","689","Chillies and peppers, dry","2020","2020","tonnes","838","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","401","Chillies and peppers, green","2015","2015","tonnes","165","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","401","Chillies and peppers, green","2016","2016","tonnes","26","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","401","Chillies and peppers, green","2017","2017","tonnes","44","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","401","Chillies and peppers, green","2018","2018","tonnes","37","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","401","Chillies and peppers, green","2019","2019","tonnes","161","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","401","Chillies and peppers, green","2020","2020","tonnes","785","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","401","Chillies and peppers, green","2015","2015","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","401","Chillies and peppers, green","2017","2017","tonnes","104","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","401","Chillies and peppers, green","2018","2018","tonnes","123","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","401","Chillies and peppers, green","2019","2019","tonnes","119","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","401","Chillies and peppers, green","2020","2020","tonnes","2039","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","666","Chocolate products nes","2015","2015","tonnes","4298","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","666","Chocolate products nes","2016","2016","tonnes","3790","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","666","Chocolate products nes","2017","2017","tonnes","4088","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","666","Chocolate products nes","2018","2018","tonnes","6435","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","666","Chocolate products nes","2019","2019","tonnes","5211","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","666","Chocolate products nes","2020","2020","tonnes","4126","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","666","Chocolate products nes","2015","2015","tonnes","12","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","666","Chocolate products nes","2016","2016","tonnes","6","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","666","Chocolate products nes","2017","2017","tonnes","40","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","666","Chocolate products nes","2018","2018","tonnes","147","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","666","Chocolate products nes","2019","2019","tonnes","239","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","666","Chocolate products nes","2020","2020","tonnes","133","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","517","Cider etc","2016","2016","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","517","Cider etc","2016","2016","tonnes","45","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","828","Cigarettes","2015","2015","tonnes","104","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","828","Cigarettes","2016","2016","tonnes","62","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","828","Cigarettes","2017","2017","tonnes","147","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","828","Cigarettes","2018","2018","tonnes","44","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","828","Cigarettes","2019","2019","tonnes","5","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","828","Cigarettes","2020","2020","tonnes","14","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","828","Cigarettes","2015","2015","tonnes","27","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","828","Cigarettes","2016","2016","tonnes","55","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","828","Cigarettes","2017","2017","tonnes","33","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","828","Cigarettes","2018","2018","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","828","Cigarettes","2019","2019","tonnes","38","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","828","Cigarettes","2020","2020","tonnes","1092","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","829","Cigars, cheroots","2015","2015","tonnes","4","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","829","Cigars, cheroots","2016","2016","tonnes","9","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","829","Cigars, cheroots","2017","2017","tonnes","14","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","829","Cigars, cheroots","2018","2018","tonnes","27","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","829","Cigars, cheroots","2019","2019","tonnes","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","829","Cigars, cheroots","2020","2020","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","693","Cinnamon (cannella)","2015","2015","tonnes","2022","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","693","Cinnamon (cannella)","2016","2016","tonnes","2987","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","693","Cinnamon (cannella)","2017","2017","tonnes","4986","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","693","Cinnamon (cannella)","2018","2018","tonnes","4359","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","693","Cinnamon (cannella)","2019","2019","tonnes","5771","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","693","Cinnamon (cannella)","2020","2020","tonnes","6724","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","693","Cinnamon (cannella)","2015","2015","tonnes","43","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","693","Cinnamon (cannella)","2016","2016","tonnes","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","693","Cinnamon (cannella)","2017","2017","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","693","Cinnamon (cannella)","2018","2018","tonnes","13","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","693","Cinnamon (cannella)","2019","2019","tonnes","4","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","693","Cinnamon (cannella)","2020","2020","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","698","Cloves","2015","2015","tonnes","1665","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","698","Cloves","2016","2016","tonnes","2114","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","698","Cloves","2017","2017","tonnes","2281","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","698","Cloves","2018","2018","tonnes","1615","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","698","Cloves","2019","2019","tonnes","1450","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","698","Cloves","2020","2020","tonnes","2137","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","698","Cloves","2015","2015","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","698","Cloves","2016","2016","tonnes","8","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","698","Cloves","2017","2017","tonnes","3","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","698","Cloves","2018","2018","tonnes","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","698","Cloves","2019","2019","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","698","Cloves","2020","2020","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","661","Cocoa, beans","2016","2016","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","661","Cocoa, beans","2017","2017","tonnes","15","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","661","Cocoa, beans","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","664","Cocoa, butter","2015","2015","tonnes","1662","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","664","Cocoa, butter","2016","2016","tonnes","997","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","664","Cocoa, butter","2017","2017","tonnes","689","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","664","Cocoa, butter","2018","2018","tonnes","982","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","664","Cocoa, butter","2019","2019","tonnes","846","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","664","Cocoa, butter","2020","2020","tonnes","747","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","664","Cocoa, butter","2016","2016","tonnes","60","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","664","Cocoa, butter","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","664","Cocoa, butter","2019","2019","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","664","Cocoa, butter","2020","2020","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","662","Cocoa, paste","2015","2015","tonnes","667","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","662","Cocoa, paste","2016","2016","tonnes","491","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","662","Cocoa, paste","2017","2017","tonnes","354","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","662","Cocoa, paste","2018","2018","tonnes","742","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","662","Cocoa, paste","2019","2019","tonnes","315","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","662","Cocoa, paste","2020","2020","tonnes","498","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","662","Cocoa, paste","2015","2015","tonnes","18","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","662","Cocoa, paste","2020","2020","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","665","Cocoa, powder & cake","2015","2015","tonnes","5228","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","665","Cocoa, powder & cake","2016","2016","tonnes","4987","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","665","Cocoa, powder & cake","2017","2017","tonnes","5090","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","665","Cocoa, powder & cake","2018","2018","tonnes","7077","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","665","Cocoa, powder & cake","2019","2019","tonnes","8337","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","665","Cocoa, powder & cake","2020","2020","tonnes","7815","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","665","Cocoa, powder & cake","2016","2016","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","665","Cocoa, powder & cake","2017","2017","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","665","Cocoa, powder & cake","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","665","Cocoa, powder & cake","2019","2019","tonnes","6","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","665","Cocoa, powder & cake","2020","2020","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","249","Coconuts","2015","2015","tonnes","1262","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","249","Coconuts","2016","2016","tonnes","2679","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","249","Coconuts","2017","2017","tonnes","1628","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","249","Coconuts","2018","2018","tonnes","1730","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","249","Coconuts","2019","2019","tonnes","3753","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","249","Coconuts","2020","2020","tonnes","6298","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","249","Coconuts","2015","2015","tonnes","135","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","249","Coconuts","2016","2016","tonnes","17","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","249","Coconuts","2017","2017","tonnes","19","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","249","Coconuts","2018","2018","tonnes","35","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","249","Coconuts","2019","2019","tonnes","18","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","249","Coconuts","2020","2020","tonnes","8","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","250","Coconuts, desiccated","2015","2015","tonnes","8451","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","250","Coconuts, desiccated","2016","2016","tonnes","7198","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","250","Coconuts, desiccated","2017","2017","tonnes","6435","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","250","Coconuts, desiccated","2018","2018","tonnes","6948","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","250","Coconuts, desiccated","2019","2019","tonnes","5779","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","250","Coconuts, desiccated","2020","2020","tonnes","5878","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","250","Coconuts, desiccated","2015","2015","tonnes","5","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","250","Coconuts, desiccated","2016","2016","tonnes","10","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","250","Coconuts, desiccated","2017","2017","tonnes","5","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","250","Coconuts, desiccated","2018","2018","tonnes","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","250","Coconuts, desiccated","2019","2019","tonnes","7","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","250","Coconuts, desiccated","2020","2020","tonnes","4","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1187","Cocoons, unreelable & waste","2015","2015","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1187","Cocoons, unreelable & waste","2016","2016","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1187","Cocoons, unreelable & waste","2017","2017","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1187","Cocoons, unreelable & waste","2020","2020","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1187","Cocoons, unreelable & waste","2015","2015","tonnes","72","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1187","Cocoons, unreelable & waste","2016","2016","tonnes","55","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1187","Cocoons, unreelable & waste","2017","2017","tonnes","24","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1187","Cocoons, unreelable & waste","2018","2018","tonnes","15","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","659","Coffee, extracts","2015","2015","tonnes","300","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","659","Coffee, extracts","2016","2016","tonnes","270","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","659","Coffee, extracts","2017","2017","tonnes","583","*","Unofficial figure"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","659","Coffee, extracts","2018","2018","tonnes","492","*","Unofficial figure"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","659","Coffee, extracts","2019","2019","tonnes","629","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","659","Coffee, extracts","2020","2020","tonnes","553","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","659","Coffee, extracts","2015","2015","tonnes","104","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","659","Coffee, extracts","2016","2016","tonnes","13","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","659","Coffee, extracts","2017","2017","tonnes","380","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","659","Coffee, extracts","2018","2018","tonnes","92","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","659","Coffee, extracts","2019","2019","tonnes","88","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","659","Coffee, extracts","2020","2020","tonnes","11","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","656","Coffee, green","2015","2015","tonnes","6","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","656","Coffee, green","2016","2016","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","656","Coffee, green","2017","2017","tonnes","85","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","656","Coffee, green","2018","2018","tonnes","48","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","656","Coffee, green","2019","2019","tonnes","17","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","656","Coffee, green","2020","2020","tonnes","23","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","656","Coffee, green","2016","2016","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","656","Coffee, green","2018","2018","tonnes","17","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","660","Coffee, husks and skins","2015","2015","tonnes","86","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","660","Coffee, husks and skins","2016","2016","tonnes","101","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","660","Coffee, husks and skins","2017","2017","tonnes","112","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","660","Coffee, husks and skins","2018","2018","tonnes","34","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","660","Coffee, husks and skins","2019","2019","tonnes","11","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","660","Coffee, husks and skins","2020","2020","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","660","Coffee, husks and skins","2015","2015","tonnes","6","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","660","Coffee, husks and skins","2016","2016","tonnes","28","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","660","Coffee, husks and skins","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","660","Coffee, husks and skins","2019","2019","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","660","Coffee, husks and skins","2020","2020","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","657","Coffee, roasted","2015","2015","tonnes","25","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","657","Coffee, roasted","2016","2016","tonnes","39","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","657","Coffee, roasted","2017","2017","tonnes","46","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","657","Coffee, roasted","2018","2018","tonnes","112","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","657","Coffee, roasted","2019","2019","tonnes","102","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","657","Coffee, roasted","2020","2020","tonnes","72","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","657","Coffee, roasted","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","658","Coffee, substitutes containing coffee","2015","2015","tonnes","54242","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","658","Coffee, substitutes containing coffee","2016","2016","tonnes","129844","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","658","Coffee, substitutes containing coffee","2017","2017","tonnes","495992","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","658","Coffee, substitutes containing coffee","2018","2018","tonnes","500367","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","658","Coffee, substitutes containing coffee","2019","2019","tonnes","410084","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","658","Coffee, substitutes containing coffee","2020","2020","tonnes","212992","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","658","Coffee, substitutes containing coffee","2016","2016","tonnes","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","658","Coffee, substitutes containing coffee","2020","2020","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","813","Coir","2015","2015","tonnes","411","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","813","Coir","2016","2016","tonnes","423","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","813","Coir","2017","2017","tonnes","485","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","813","Coir","2018","2018","tonnes","616","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","813","Coir","2019","2019","tonnes","579","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","813","Coir","2020","2020","tonnes","511","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","251","Copra","2015","2015","tonnes","20315","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","251","Copra","2016","2016","tonnes","17436","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","251","Copra","2017","2017","tonnes","15956","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","251","Copra","2018","2018","tonnes","8855","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","251","Copra","2019","2019","tonnes","9643","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","251","Copra","2020","2020","tonnes","14613","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","251","Copra","2015","2015","tonnes","36","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","251","Copra","2016","2016","tonnes","6","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","251","Copra","2017","2017","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","251","Copra","2020","2020","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","767","Cotton lint","2015","2015","tonnes","275359","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","767","Cotton lint","2016","2016","tonnes","332958","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","767","Cotton lint","2017","2017","tonnes","387886","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","767","Cotton lint","2018","2018","tonnes","605984","","Official data"
