Domain Code,Domain,Area Code (FAO),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","21","Male","2008","2008","3043","ILO - ILO Modelled Estimates","%","48.6","X","International reliable sources",""
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","21","Male","2009","2009","3043","ILO - ILO Modelled Estimates","%","47.7","X","International reliable sources",""
"OE","Employment Indicators","100","India","21126","Share of employment in crop and animal production, hunting and related service activities","21","Male","2010","2010","3022","Household survey","%","98.701584","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21114","Share of employment in forestry and logging","21","Male","2010","2010","3022","Household survey","%","0.36","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21118","Share of employment in fishing and aquaculture","21","Male","2010","2010","3022","Household survey","%","0.93841","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21152","Share of employees in agriculture, forestry and fishing in total employees","21","Male","2010","2010","3022","Household survey","%","2.962114","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","21","Male","2010","2010","3043","ILO - ILO Modelled Estimates","%","46.9","X","International reliable sources",""
"OE","Employment Indicators","100","India","21069","Employment-to-population ratio by age, total (15+), rural areas","21","Male","2010","2010","3022","Household survey","%","80.09","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21103","Employment-to-population ratio by age, 15 to 24, rural areas","21","Male","2010","2010","3022","Household survey","%","50.04","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21104","Employment-to-population ratio by age, 25 to 54, rural areas","21","Male","2010","2010","3022","Household survey","%","97.78","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21105","Employment-to-population ratio by age, 55 to 64, rural areas","21","Male","2010","2010","3022","Household survey","%","87.62","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21101","Employment-to-population ratio by age, 65+, rural areas","21","Male","2010","2010","3022","Household survey","%","52.21","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","21","Male","2011","2011","3043","ILO - ILO Modelled Estimates","%","45.2","X","International reliable sources",""
"OE","Employment Indicators","100","India","21155","Share of employment in agriculture, forestry and fishing in total employment","21","Male","2012","2012","3022","Household survey","%","43.4","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21126","Share of employment in crop and animal production, hunting and related service activities","21","Male","2012","2012","3022","Household survey","%","98.729897","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21114","Share of employment in forestry and logging","21","Male","2012","2012","3022","Household survey","%","0.35151","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21118","Share of employment in fishing and aquaculture","21","Male","2012","2012","3022","Household survey","%","0.918595","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21152","Share of employees in agriculture, forestry and fishing in total employees","21","Male","2012","2012","3022","Household survey","%","2.06801","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","21","Male","2012","2012","3043","ILO - ILO Modelled Estimates","%","43.5","X","International reliable sources",""
"OE","Employment Indicators","100","India","21069","Employment-to-population ratio by age, total (15+), rural areas","21","Male","2012","2012","3022","Household survey","%","78.81","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21103","Employment-to-population ratio by age, 15 to 24, rural areas","21","Male","2012","2012","3022","Household survey","%","46.24","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21104","Employment-to-population ratio by age, 25 to 54, rural areas","21","Male","2012","2012","3022","Household survey","%","97.23","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21105","Employment-to-population ratio by age, 55 to 64, rural areas","21","Male","2012","2012","3022","Household survey","%","87.13","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21101","Employment-to-population ratio by age, 65+, rural areas","21","Male","2012","2012","3022","Household survey","%","52.28","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","21","Male","2013","2013","3043","ILO - ILO Modelled Estimates","%","43.1","X","International reliable sources",""
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","21","Male","2014","2014","3043","ILO - ILO Modelled Estimates","%","42.5","X","International reliable sources",""
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","21","Male","2015","2015","3043","ILO - ILO Modelled Estimates","%","42","X","International reliable sources",""
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","21","Male","2016","2016","3043","ILO - ILO Modelled Estimates","%","41.3","X","International reliable sources",""
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","21","Male","2017","2017","3043","ILO - ILO Modelled Estimates","%","40.8","X","International reliable sources",""
"OE","Employment Indicators","100","India","21155","Share of employment in agriculture, forestry and fishing in total employment","21","Male","2018","2018","3023","Labour force survey","%","40","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21126","Share of employment in crop and animal production, hunting and related service activities","21","Male","2018","2018","3023","Labour force survey","%","98.619537","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21114","Share of employment in forestry and logging","21","Male","2018","2018","3023","Labour force survey","%","0.414671","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21118","Share of employment in fishing and aquaculture","21","Male","2018","2018","3023","Labour force survey","%","0.965786","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21152","Share of employees in agriculture, forestry and fishing in total employees","21","Male","2018","2018","3023","Labour force survey","%","2.075312","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","21","Male","2018","2018","3043","ILO - ILO Modelled Estimates","%","40.2","X","International reliable sources",""
"OE","Employment Indicators","100","India","21069","Employment-to-population ratio by age, total (15+), rural areas","21","Male","2018","2018","3023","Labour force survey","%","71.4","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21103","Employment-to-population ratio by age, 15 to 24, rural areas","21","Male","2018","2018","3023","Labour force survey","%","32.86","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21104","Employment-to-population ratio by age, 25 to 54, rural areas","21","Male","2018","2018","3023","Labour force survey","%","94.53","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21105","Employment-to-population ratio by age, 55 to 64, rural areas","21","Male","2018","2018","3023","Labour force survey","%","81.51","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21101","Employment-to-population ratio by age, 65+, rural areas","21","Male","2018","2018","3023","Labour force survey","%","38.24","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21155","Share of employment in agriculture, forestry and fishing in total employment","21","Male","2019","2019","3023","Labour force survey","%","38","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21126","Share of employment in crop and animal production, hunting and related service activities","21","Male","2019","2019","3023","Labour force survey","%","98.636665","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21114","Share of employment in forestry and logging","21","Male","2019","2019","3023","Labour force survey","%","0.365607","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21118","Share of employment in fishing and aquaculture","21","Male","2019","2019","3023","Labour force survey","%","0.997725","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21152","Share of employees in agriculture, forestry and fishing in total employees","21","Male","2019","2019","3023","Labour force survey","%","1.920986","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","21","Male","2019","2019","3043","ILO - ILO Modelled Estimates","%","39.6","X","International reliable sources",""
"OE","Employment Indicators","100","India","21069","Employment-to-population ratio by age, total (15+), rural areas","21","Male","2019","2019","3023","Labour force survey","%","71.42","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21103","Employment-to-population ratio by age, 15 to 24, rural areas","21","Male","2019","2019","3023","Labour force survey","%","33.14","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21104","Employment-to-population ratio by age, 25 to 54, rural areas","21","Male","2019","2019","3023","Labour force survey","%","94.43","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21105","Employment-to-population ratio by age, 55 to 64, rural areas","21","Male","2019","2019","3023","Labour force survey","%","81.79","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21101","Employment-to-population ratio by age, 65+, rural areas","21","Male","2019","2019","3023","Labour force survey","%","36.31","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21126","Share of employment in crop and animal production, hunting and related service activities","21","Male","2020","2020","3023","Labour force survey","%","98.740356","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21114","Share of employment in forestry and logging","21","Male","2020","2020","3023","Labour force survey","%","0.31838","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21118","Share of employment in fishing and aquaculture","21","Male","2020","2020","3023","Labour force survey","%","0.941265","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21150","Mean weekly hours actually worked per employed person in agriculture, forestry and fishing","22","Male","2018","2018","3023","Labour force survey","Number","45.77","X","International reliable sources","Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21151","Mean weekly hours actually worked per employee in agriculture, forestry and fishing","22","Male","2018","2018","3023","Labour force survey","Number","56.01","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21150","Mean weekly hours actually worked per employed person in agriculture, forestry and fishing","22","Male","2019","2019","3023","Labour force survey","Number","45.23","X","International reliable sources","Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21151","Mean weekly hours actually worked per employee in agriculture, forestry and fishing","22","Male","2019","2019","3023","Labour force survey","Number","57.03","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21066","Employment in agriculture, forestry and fishing by age, total (15+)","23","Male","2000","2000","3022","Household survey","1000 persons","130785.958","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21088","Employment in agriculture, forestry and fishing by age, 15 to 24","23","Male","2000","2000","3022","Household survey","1000 persons","28114.535","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21089","Employment in agriculture, forestry and fishing by age, 25 to 54","23","Male","2000","2000","3022","Household survey","1000 persons","82278.108","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21090","Employment in agriculture, forestry and fishing by age, 55 to 64","23","Male","2000","2000","3022","Household survey","1000 persons","13425.402","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21086","Employment in agriculture, forestry and fishing by age, 65+","23","Male","2000","2000","3022","Household survey","1000 persons","6967.913","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21091","Employment in agriculture, forestry and fishing by status of employment, total","23","Male","2000","2000","3022","Household survey","1000 persons","130785.958","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21100","Employment in agriculture, forestry and fishing by status of employment, employees","23","Male","2000","2000","3022","Household survey","1000 persons","2411.818","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","23","Male","2000","2000","3022","Household survey","1000 persons","128374.14","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21111","Employment in crop and animal production, hunting and related service activities","23","Male","2000","2000","3022","Household survey","1000 persons","129284.946","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21093","Employment in forestry and logging","23","Male","2000","2000","3022","Household survey","1000 persons","469.11","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21097","Employment in fishing and aquaculture","23","Male","2000","2000","3022","Household survey","1000 persons","1031.902","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","23","Male","2000","2000","3043","ILO - ILO Modelled Estimates","1000 persons","151751.159","X","International reliable sources","Adjusted"
"OE","Employment Indicators","100","India","21087","Employment by age, total (15+), rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","178791.44","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21094","Employment by age, 15 to 24, rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","38590.628","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21095","Employment by age, 25 to 54, rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","115882.568","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21096","Employment by age, 55 to 64, rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","16413.975","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21092","Employment by age, 65+, rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","7904.268","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21098","Employment by status of employment, total, rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","178791.44","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21108","Employment by status of employment, employees, rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","16213.647","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21109","Employment by status of employment, self-employed, rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","162577.793","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21072","Labour force participation rate by age, total (15+), rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","84.54","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21122","Labour force participation rate by age, 15 to 24, rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","66.59","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21123","Labour force participation rate by age, 25 to 54, rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","97.8","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21124","Labour force participation rate by age, 55 to 64, rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","85.59","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21117","Labour force participation rate by age, 65+, rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","51.9","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21125","Share of employment by status of employment, total, rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","100","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21133","Share of employment by status of employment, employees, rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","9.1","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21135","Share of employment by status of employment, self-employed, rural areas","23","Male","2000","2000","3022","Household survey","1000 persons","90.9","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","23","Male","2001","2001","3043","ILO - ILO Modelled Estimates","1000 persons","153608.324","X","International reliable sources",""
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","23","Male","2002","2002","3043","ILO - ILO Modelled Estimates","1000 persons","155505.252","X","International reliable sources",""
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","23","Male","2003","2003","3043","ILO - ILO Modelled Estimates","1000 persons","156421.47","X","International reliable sources",""
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","23","Male","2004","2004","3043","ILO - ILO Modelled Estimates","1000 persons","156693.355","X","International reliable sources",""
"OE","Employment Indicators","100","India","21066","Employment in agriculture, forestry and fishing by age, total (15+)","23","Male","2005","2005","3022","Household survey","1000 persons","132910.371","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21088","Employment in agriculture, forestry and fishing by age, 15 to 24","23","Male","2005","2005","3022","Household survey","1000 persons","26711.38","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21089","Employment in agriculture, forestry and fishing by age, 25 to 54","23","Male","2005","2005","3022","Household survey","1000 persons","83946.866","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21090","Employment in agriculture, forestry and fishing by age, 55 to 64","23","Male","2005","2005","3022","Household survey","1000 persons","14596.8","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21086","Employment in agriculture, forestry and fishing by age, 65+","23","Male","2005","2005","3022","Household survey","1000 persons","7655.325","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21091","Employment in agriculture, forestry and fishing by status of employment, total","23","Male","2005","2005","3022","Household survey","1000 persons","132910.371","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21100","Employment in agriculture, forestry and fishing by status of employment, employees","23","Male","2005","2005","3022","Household survey","1000 persons","1975.334","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","23","Male","2005","2005","3022","Household survey","1000 persons","130935.037","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21111","Employment in crop and animal production, hunting and related service activities","23","Male","2005","2005","3022","Household survey","1000 persons","131193.927","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21093","Employment in forestry and logging","23","Male","2005","2005","3022","Household survey","1000 persons","604.747","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21097","Employment in fishing and aquaculture","23","Male","2005","2005","3022","Household survey","1000 persons","1111.697","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","23","Male","2005","2005","3043","ILO - ILO Modelled Estimates","1000 persons","157740.14","X","International reliable sources","Adjusted"
"OE","Employment Indicators","100","India","21087","Employment by age, total (15+), rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","194730.918","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21094","Employment by age, 15 to 24, rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","41132.752","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21095","Employment by age, 25 to 54, rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","126874.298","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21096","Employment by age, 55 to 64, rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","17995.133","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21092","Employment by age, 65+, rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","8728.735","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21098","Employment by status of employment, total, rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","194730.918","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21108","Employment by status of employment, employees, rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","17821.043","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21109","Employment by status of employment, self-employed, rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","176909.875","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21072","Labour force participation rate by age, total (15+), rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","84.47","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21122","Labour force participation rate by age, 15 to 24, rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","65.26","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21123","Labour force participation rate by age, 25 to 54, rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","97.93","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21124","Labour force participation rate by age, 55 to 64, rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","87.09","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21117","Labour force participation rate by age, 65+, rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","52.76","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21125","Share of employment by status of employment, total, rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","100","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21133","Share of employment by status of employment, employees, rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","9.2","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21135","Share of employment by status of employment, self-employed, rural areas","23","Male","2005","2005","3022","Household survey","1000 persons","90.8","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","23","Male","2006","2006","3043","ILO - ILO Modelled Estimates","1000 persons","157881.793","X","International reliable sources",""
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","23","Male","2007","2007","3043","ILO - ILO Modelled Estimates","1000 persons","157806.266","X","International reliable sources",""
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","23","Male","2008","2008","3043","ILO - ILO Modelled Estimates","1000 persons","158897.161","X","International reliable sources",""
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","23","Male","2009","2009","3043","ILO - ILO Modelled Estimates","1000 persons","158195.838","X","International reliable sources",""
"OE","Employment Indicators","100","India","21066","Employment in agriculture, forestry and fishing by age, total (15+)","23","Male","2010","2010","3022","Household survey","1000 persons","131652.276","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21088","Employment in agriculture, forestry and fishing by age, 15 to 24","23","Male","2010","2010","3022","Household survey","1000 persons","21563.225","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21089","Employment in agriculture, forestry and fishing by age, 25 to 54","23","Male","2010","2010","3022","Household survey","1000 persons","85760.733","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21090","Employment in agriculture, forestry and fishing by age, 55 to 64","23","Male","2010","2010","3022","Household survey","1000 persons","16355.438","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21086","Employment in agriculture, forestry and fishing by age, 65+","23","Male","2010","2010","3022","Household survey","1000 persons","7972.88","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
