Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2013","2013","index","19.68","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2014","2014","index","85.8","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2015","2015","index","105.71","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2016","2016","index","108.5","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2017","2017","index","92.12","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2018","2018","index","120.6","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2019","2019","index","93.15","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2000","2000","index","89.93","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2001","2001","index","84.35","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2002","2002","index","81.09","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2003","2003","index","74.56","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2004","2004","index","70.87","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2005","2005","index","63.46","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2006","2006","index","60.02","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2007","2007","index","61.04","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2008","2008","index","72.82","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2009","2009","index","64.05","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2010","2010","index","69.33","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2011","2011","index","75.98","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2012","2012","index","79.99","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2013","2013","index","88.73","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2014","2014","index","88.32","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2015","2015","index","106.06","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2016","2016","index","105.62","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2017","2017","index","104.77","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2018","2018","index","100.43","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2019","2019","index","88.15","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2000","2000","index","85.12","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2001","2001","index","92.81","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2002","2002","index","87.03","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2003","2003","index","89.28","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2004","2004","index","89.62","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2005","2005","index","101.44","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2006","2006","index","102.19","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2007","2007","index","84.92","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2008","2008","index","66.88","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2009","2009","index","84.64","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2010","2010","index","78.84","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2011","2011","index","64.71","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2012","2012","index","92.11","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2013","2013","index","96.95","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2014","2014","index","100.02","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2015","2015","index","98.08","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2016","2016","index","101.9","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2017","2017","index","199.95","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2018","2018","index","216.14","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2019","2019","index","133.29","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2000","2000","index","78.38","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2001","2001","index","76.91","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2002","2002","index","85.82","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2003","2003","index","86.04","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2004","2004","index","123.5","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2005","2005","index","128.23","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2006","2006","index","94.17","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2007","2007","index","86.2","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2008","2008","index","89.7","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2009","2009","index","100.69","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2010","2010","index","98.62","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2011","2011","index","100.54","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2012","2012","index","90.25","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2013","2013","index","92.21","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2014","2014","index","89.62","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2015","2015","index","104.09","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2016","2016","index","106.29","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2017","2017","index","96.83","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2018","2018","index","98.24","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2019","2019","index","88.18","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2005","2005","index","41.6","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2006","2006","index","69.11","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2007","2007","index","64.08","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2008","2008","index","64.93","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2009","2009","index","63.93","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2010","2010","index","74.62","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2011","2011","index","69.91","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2012","2012","index","67.28","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2013","2013","index","60.18","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2014","2014","index","114.83","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2015","2015","index","92.75","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2016","2016","index","92.42","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2017","2017","index","96.14","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2018","2018","index","96.87","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2019","2019","index","107.62","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2000","2000","index","75.23","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2001","2001","index","71.03","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2002","2002","index","71.73","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2003","2003","index","68.06","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2004","2004","index","72.64","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2005","2005","index","79.03","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2006","2006","index","72.61","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2007","2007","index","72.77","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2008","2008","index","77.88","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2009","2009","index","75.43","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2010","2010","index","81.2","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2011","2011","index","82.43","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2012","2012","index","84.5","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2013","2013","index","88.51","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2014","2014","index","92.74","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2015","2015","index","103.19","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2016","2016","index","104.08","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2017","2017","index","108.16","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2018","2018","index","107.94","Fc","Calculated data"
"QI","Production Indices","16","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2019","2019","index","94.65","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2000","2000","index","65.63","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2001","2001","index","47.69","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2002","2002","index","30.75","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2003","2003","index","56.3","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2004","2004","index","55.17","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2005","2005","index","67.81","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2006","2006","index","51.35","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2007","2007","index","69.9","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2008","2008","index","76.61","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2009","2009","index","65.08","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2010","2010","index","85.91","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2011","2011","index","144.18","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2012","2012","index","121.87","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2013","2013","index","105.9","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2014","2014","index","113.37","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2015","2015","index","105.03","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2016","2016","index","81.6","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2017","2017","index","80.76","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2018","2018","index","91.02","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2019","2019","index","68.79","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2000","2000","index","92.35","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2001","2001","index","94.25","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2002","2002","index","95.34","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2003","2003","index","90.73","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2004","2004","index","86.69","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2005","2005","index","89.9","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2006","2006","index","102.17","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2007","2007","index","107.59","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2008","2008","index","98.77","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2009","2009","index","103.88","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2010","2010","index","102.63","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2011","2011","index","96.08","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2012","2012","index","97.49","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2013","2013","index","108.84","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2014","2014","index","99.93","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2015","2015","index","99.98","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2016","2016","index","100.09","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2017","2017","index","97.48","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2018","2018","index","141.8","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2019","2019","index","125.56","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2000","2000","index","111.61","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2001","2001","index","118.96","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2002","2002","index","68.59","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2003","2003","index","133.04","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2004","2004","index","109.13","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2005","2005","index","126.75","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2006","2006","index","75.94","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2007","2007","index","141.22","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2008","2008","index","108.64","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2009","2009","index","81.12","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2010","2010","index","121.85","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2011","2011","index","101.36","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2012","2012","index","67.5","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2013","2013","index","134.57","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2014","2014","index","103.96","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2015","2015","index","93.52","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2016","2016","index","102.52","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2017","2017","index","101.43","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2018","2018","index","124.48","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2019","2019","index","89.59","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2000","2000","index","212.29","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2001","2001","index","176.33","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2002","2002","index","178.14","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2003","2003","index","148.08","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2004","2004","index","162.03","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2005","2005","index","137.74","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2006","2006","index","137.86","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2007","2007","index","132.18","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2008","2008","index","126.45","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2009","2009","index","129.42","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2010","2010","index","115.99","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2011","2011","index","109.51","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2012","2012","index","111.85","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2013","2013","index","106.9","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2014","2014","index","101.9","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2015","2015","index","110.2","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2016","2016","index","87.91","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2017","2017","index","128.2","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2018","2018","index","119.66","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2019","2019","index","67.53","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2000","2000","index","69.52","Fc","Calculated data"
